date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:31	15984/15984	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:30%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=93777	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display996d.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group16.html)
08:49:31	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:30%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=9490	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2bee8c3.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group16.html)
08:49:31	17103/17103	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:31%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=9490	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displaye8c3.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group16.html)
08:49:32	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:31%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=79	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2c0d2f9.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:32	16264/16264	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:32%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=79	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayd2f9.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:32	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:32%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10441	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2c2578f.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:33	19403/19403	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:32%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10441	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display578f.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:33	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:32%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=130	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2c442a0.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:33	16509/16509	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:33%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=130	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display42a0.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:34	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:33%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=265	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2c61652.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:34	15849/15849	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:34%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=265	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display1652.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:34	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:34%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=271	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2c89054.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:35	16381/16381	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:34%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=271	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display9054.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:35	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:35%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10320	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2caf797.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:36	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:35%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=93784	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2cc791a.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:36	20900/20900	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:35%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10320	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayf797.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:36	16025/16025	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:36%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=93784	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display791a.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:36	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:36%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=121	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2ce5d90.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:37	16322/16322	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:36%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=121	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display5d90.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:37	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:37%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10088	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2d0073f.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:38	18996/18996	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:37%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10088	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display073f.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:38	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:37%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=88	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2d22c5b.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:38	15735/15735	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:38%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=88	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display2c5b.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:39	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:38%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10321	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2d4f9fd.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:39	19922/19922	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:39%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10321	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayf9fd.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:39	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:39%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10324	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2d6e309.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:40	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:40%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=41146	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2d87cae.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:40	20098/20098	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:39%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10324	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displaye309.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html)
08:49:41	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:40%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=8782	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2da7a55.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:41	23622/23622	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:40%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41146	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display7cae.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:42	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:41%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=69	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2dc7188.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:42	19701/19701	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:41%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=8782	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display7a55.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:43	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:42%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=225	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2de5910.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:43	16853/16853	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:42%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=69	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display7188.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:43	16231/16231	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:43%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=225	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display5910.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:43	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:43%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=8768	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2e00926.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:44	21009/21009	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:43%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=8768	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display0926.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:44	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:44%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=11412	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2e27dc6.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:45	20361/20361	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:44%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11412	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display7dc6.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:45	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:44%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=210	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2e486a2.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:46	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:45%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10568	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2e6a536.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:46	16303/16303	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:45%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=210	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display86a2.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:46	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:46%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=37	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2e834a8.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:46	19405/19405	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:46%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10568	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displaya536.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:47	16044/16044	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:46%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=37	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display34a8.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:47	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:47%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=281	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2ea2912.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:48	15950/15950	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:47%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=281	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display2912.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:48	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:47%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=66	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2ec6fcb.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:49	15969/15969	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:48%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display6fcb.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:49	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:48%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=79174	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2eefd60.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:49	15903/15903	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:49%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=79174	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayfd60.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:49	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:49%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=11408	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2f0472a.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:50	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:50%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=11404	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2f28584.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:50	20572/20572	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:49%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11408	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display472a.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:51	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:50%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=211	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2f4e044.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:51	21209/21209	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:50%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11404	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display8584.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html)
08:49:52	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:51%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=137	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2f6ec23.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:52	15866/15866	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:51%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=211	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displaye044.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:52	16042/16042	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:52%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=137	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayec23.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:52	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:52%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=207	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2f8fe96.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:53	16110/16110	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:52%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=207	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayfe96.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:53	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:53%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=9905	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2fa388a.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:54	20200/20200	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:53%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=9905	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display388a.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:54	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:53%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10567	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2fc5913.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:55	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:54%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10755	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.2fef3bc.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:55	20040/20040	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:54%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10567	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display5913.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:55	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:55%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10250	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.3006e26.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:56	22655/22655	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:55%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10755	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displayf3bc.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:56	20774/20774	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:55%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=10250	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_display6e26.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:56	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:56%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=9246	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.302a12d.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:57	20551/20551	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:49:56%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=9246	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_displaya12d.html	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:57	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:56%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=11204	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.3048bd0.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
08:49:58	0/0	---M--	301	error ('Moved%20Permanently')	application/x-perl	date:Fri,%2011%20Mar%202016%2016:49:57%20GMT	http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=10710	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/cgi-bin/get_IJM.306983e.delayed	(from http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html)
